gene,d,log2fc,p_raw,is_surface,mean_junb_plus,mean_junb_minus,p_bh
AC004158.1,-1.4006,-0.0624,0.002989,False,-0.0768,-0.0144,0.010675
AC004160.1,-1.0633,-0.2785,0.012808,False,0.1024,0.3809,0.031202
AC004160.2,-0.578,-0.0914,0.121117,False,0.0434,0.1348,0.186612
AC004217.1,-1.6943,-0.0128,0.00095,False,-0.0261,-0.0133,0.004931
AC004223.2,-0.3967,-0.0102,0.268152,False,-0.0271,-0.0169,0.35523
AC004223.3,-0.8328,-0.125,0.03703,False,0.089,0.214,0.071955
AC004223.4,0.4197,0.0058,0.243531,False,-0.0131,-0.0189,0.328443
AC004224.1,0.4176,0.0074,0.245607,False,-0.0091,-0.0165,0.330642
AC004224.2,-1.1196,-0.2227,0.009948,False,-0.0888,0.1339,0.025736
AC004231.1,-1.8975,-0.0709,0.000458,False,-0.0743,-0.0034,0.003233
AC004231.3,-0.1691,-0.0027,0.625698,False,-0.0137,-0.0109,0.698314
AC004232.2,-0.9434,-0.0044,0.022141,False,-0.0183,-0.014,0.047761
AC004233.2,-0.0927,-0.0006,0.787885,False,-0.0136,-0.013,0.835
AC004241.1,-0.125,-0.0158,0.717447,False,-0.0109,0.0049,0.777149
AC004241.3,-0.4786,-0.0116,0.188942,False,-0.0335,-0.0218,0.267501
AC004241.4,-1.172,-0.0074,0.00789,False,-0.0175,-0.01,0.021605
AC004241.5,0.368,0.0081,0.301673,False,-0.0119,-0.0201,0.39013
AC004253.1,-0.924,-0.03,0.024225,False,-0.0472,-0.0172,0.051258
AC004257.1,0.2385,0.0096,0.494618,False,-0.0052,-0.0148,0.580457
AC004263.1,-2.6898,-0.0098,4.1e-05,False,-0.0197,-0.0099,0.001651
AC004263.2,-2.6483,-0.0798,4.6e-05,False,-0.111,-0.0312,0.001682
AC004264.1,1.5076,0.0142,0.001943,False,0.0037,-0.0105,0.007912
AC004381.1,-1.0093,-0.0517,0.016361,False,-0.06,-0.0083,0.037726
AC004381.3,-1.7664,-0.0312,0.000729,False,-0.0412,-0.01,0.004197
AC004383.1,-2.5919,-0.0062,5.4e-05,False,-0.0163,-0.0101,0.00172
AC004386.1,-1.4612,-0.0569,0.002338,False,-0.0454,0.0115,0.009022
AC004386.4,-0.2059,-0.0012,0.553949,False,-0.0047,-0.0035,0.634596
AC004386.5,-2.105,-0.0156,0.000229,False,-0.0277,-0.0121,0.002383
AC004408.1,-2.0362,-0.0537,0.000287,False,-0.0795,-0.0258,0.002605
AC004408.2,-1.8396,-0.0122,0.000561,False,-0.0238,-0.0115,0.003599
AC004448.2,-0.8671,-0.0944,0.031547,False,-0.05,0.0444,0.06337
AC004448.3,2.0532,0.0121,0.000271,False,0.0036,-0.0085,0.002547
AC004453.1,0.2625,0.1014,0.453645,False,0.0092,-0.0922,0.541236
AC004461.2,-0.1474,-0.0039,0.670104,False,-0.0218,-0.0179,0.736647
AC004464.1,-0.7965,-0.0198,0.043897,False,-0.0308,-0.011,0.082445
AC004466.1,0.6232,0.0195,0.098474,False,0.0001,-0.0193,0.157789
AC004466.2,-1.5786,-0.0122,0.001472,False,-0.0194,-0.0071,0.006542
AC004467.1,-1.9081,-0.0252,0.000442,False,-0.0357,-0.0104,0.003174
AC004470.1,-2.2294,-0.0617,0.000155,False,-0.0821,-0.0203,0.002127
AC004471.1,-0.4054,-0.0048,0.258615,False,-0.0247,-0.0199,0.344775
AC004477.1,-0.6283,-0.0373,0.09618,False,-0.0459,-0.0085,0.154775
AC004477.2,-0.6398,-0.0064,0.091213,False,-0.0339,-0.0275,0.148334
AC004477.3,0.5022,0.0026,0.170355,False,-0.0187,-0.0213,0.245755
AC004485.1,-1.0587,-0.0554,0.013073,False,-0.0799,-0.0244,0.031701
AC004490.1,-0.4299,-0.0027,0.233205,False,-0.0161,-0.0134,0.317036
AC004491.1,-0.7555,-0.0027,0.053186,False,-0.0128,-0.01,0.096113
AC004492.1,0.6198,0.0041,0.100026,False,-0.0135,-0.0176,0.15985
AC004494.1,-0.8063,-0.0261,0.041923,False,-0.0549,-0.0288,0.079511
AC004522.3,-0.0262,-0.0007,0.939319,False,-0.0174,-0.0167,0.95348
AC004522.5,-0.8849,-0.0232,0.029044,False,-0.0397,-0.0164,0.059235
AC004528.1,-2.0438,-0.0208,0.00028,False,-0.0337,-0.0129,0.002577
AC004528.2,-0.4009,-0.0096,0.263469,False,-0.0307,-0.0211,0.350055
AC004540.1,-0.2162,-0.0182,0.534714,False,-0.0324,-0.0142,0.616969
AC004540.2,0.2247,0.0073,0.51927,False,-0.0203,-0.0276,0.603195
AC004542.1,-1.9933,-0.0134,0.000331,False,-0.0289,-0.0154,0.002782
AC004542.2,-1.0589,-0.0497,0.013062,False,-0.0735,-0.0238,0.03168
AC004542.3,-0.3697,-0.0031,0.299623,False,-0.015,-0.0119,0.388129
AC004542.5,-0.6594,-0.0346,0.083295,False,-0.0383,-0.0036,0.13767
AC004542.6,-0.32,-0.0156,0.365172,False,-0.032,-0.0164,0.454987
AC004543.1,0.5548,0.006,0.134602,False,-0.0093,-0.0153,0.203172
AC004551.1,-1.3322,-0.0857,0.003968,False,-0.0932,-0.0075,0.01309
AC004552.1,0.3196,0.0745,0.365806,False,0.0723,-0.0022,0.455674
AC004554.2,-0.4611,-0.0243,0.203915,False,-0.0412,-0.0169,0.284516
AC004584.1,-1.3088,-0.0139,0.00438,False,-0.0229,-0.009,0.014015
AC004584.3,-1.3554,-0.0226,0.003602,False,-0.0375,-0.0149,0.012218
AC004585.1,0.5281,0.0131,0.151762,False,-0.0158,-0.0289,0.223874
AC004593.1,0.0039,0.0001,0.991049,False,-0.0124,-0.0125,0.993254
AC004593.3,-0.777,-0.1341,0.048094,False,-0.045,0.0891,0.088638
AC004594.1,-0.5979,-0.0351,0.110588,False,-0.0385,-0.0034,0.173189
AC004596.1,-0.6019,-0.0349,0.10859,False,-0.0532,-0.0183,0.170745
AC004597.1,-0.6227,-0.0057,0.098681,False,-0.027,-0.0213,0.158068
AC004623.1,-0.8236,-0.0116,0.038654,False,-0.0309,-0.0193,0.074442
AC004672.1,-1.81,-0.0465,0.000623,False,-0.0641,-0.0176,0.003822
AC004672.2,-0.6321,-0.0039,0.094516,False,-0.0141,-0.0102,0.152622
AC004687.1,0.3588,0.0014,0.313086,False,-0.0123,-0.0137,0.402264
AC004687.2,-0.032,-0.0087,0.925768,False,0.0162,0.0249,0.942962
AC004687.3,1.8452,0.006,0.00055,False,-0.0016,-0.0076,0.003562
AC004690.2,-2.1407,-0.0328,0.000204,False,-0.0427,-0.0099,0.002282
AC004691.1,-0.7924,-0.0128,0.044744,False,-0.0299,-0.0171,0.083691
AC004691.2,-0.4861,-0.0699,0.182867,False,-0.0375,0.0324,0.260371
AC004696.1,-0.7968,-0.0205,0.043838,False,-0.042,-0.0215,0.082351
AC004702.1,-1.2501,-0.2202,0.005623,False,-0.06,0.1602,0.016817
AC004704.1,-0.463,-0.0362,0.202262,False,-0.0519,-0.0157,0.282594
AC004706.3,-0.1788,-0.013,0.606341,False,-0.0237,-0.0107,0.681057
AC004707.1,2.814,0.02,3e-05,False,0.0065,-0.0135,0.00159
AC004765.1,0.8099,0.008,0.041225,False,-0.0048,-0.0128,0.078471
AC004771.1,-0.4074,-0.0171,0.256453,False,-0.0382,-0.0212,0.342477
AC004771.2,0.6304,0.0066,0.095246,False,-0.0166,-0.0231,0.153586
AC004771.3,0.1522,0.0073,0.660034,False,-0.019,-0.0263,0.727919
AC004771.4,-0.0718,-0.0028,0.834884,False,-0.0318,-0.029,0.872538
AC004771.5,1.4529,0.0128,0.002417,False,-0.0049,-0.0177,0.009243
AC004777.1,-0.2868,-0.002,0.414579,False,-0.0125,-0.0104,0.503744
AC004784.1,-1.1637,-0.0993,0.008186,False,-0.097,0.0023,0.022209
AC004797.1,-0.8506,-0.1364,0.034078,False,-0.0637,0.0727,0.067427
AC004801.1,1.2684,0.0168,0.005198,False,0.0021,-0.0147,0.015865
AC004801.2,0.4337,0.0099,0.229401,False,-0.0103,-0.0202,0.312798
AC004801.3,-0.5412,-0.002,0.143138,False,-0.0146,-0.0126,0.213609
AC004801.4,-1.5681,-0.0166,0.001533,False,-0.03,-0.0134,0.006719
AC004801.6,0.8232,0.0127,0.038726,False,-0.0091,-0.0217,0.07455
AC004803.1,-0.2438,-0.0595,0.485323,False,0.0038,0.0633,0.57173
AC004805.1,-0.5725,-0.0757,0.124241,False,-0.0485,0.0272,0.190363
AC004805.2,1.9369,0.008,0.0004,False,-0.0009,-0.0089,0.003022
AC004812.2,0.1851,0.0185,0.593923,False,0.0183,-0.0002,0.670245
AC004816.1,-2.1777,-0.0112,0.000182,False,-0.0231,-0.0119,0.002213
AC004816.2,0.5284,0.0342,0.151564,False,-0.0224,-0.0565,0.223652
AC004817.1,-2.4242,-0.0136,8.6e-05,False,-0.0271,-0.0136,0.001831
AC004817.3,-1.4699,-0.0105,0.002257,False,-0.0254,-0.0149,0.008816
AC004817.5,-0.5637,-0.0497,0.129281,False,-0.0502,-0.0005,0.196557
AC004825.2,0.3218,0.0186,0.362624,False,-0.0152,-0.0337,0.45244
AC004825.3,-0.3059,-0.0069,0.385654,False,-0.0257,-0.0189,0.475344
AC004828.1,0.3291,0.0218,0.352451,False,0.0031,-0.0187,0.442036
AC004828.2,0.01,0.0001,0.976861,False,-0.0165,-0.0166,0.982501
AC004830.2,-0.8979,-0.0803,0.027343,False,-0.0672,0.0131,0.056371
AC004832.1,-1.2385,-0.024,0.00591,False,-0.0358,-0.0118,0.017411
AC004832.3,-0.928,-0.093,0.023782,False,-0.0077,0.0854,0.05049
AC004832.4,-0.747,-0.0089,0.055334,False,-0.0188,-0.0099,0.099138
AC004832.5,-1.7328,-0.0058,0.000824,False,-0.0161,-0.0102,0.004501
AC004832.6,0.5836,0.0159,0.118069,False,0.0068,-0.0091,0.182734
AC004834.1,-2.1096,-0.0812,0.000226,False,-0.0784,0.0028,0.002371
AC004835.1,-1.4244,-0.0324,0.002713,False,-0.0521,-0.0197,0.009977
AC004836.1,0.0119,0.0004,0.972314,False,-0.0111,-0.0116,0.978986
AC004837.1,1.3531,0.0064,0.003637,False,-0.0051,-0.0115,0.012308
AC004837.4,-0.4598,-0.0307,0.205069,False,-0.046,-0.0154,0.285831
AC004839.1,-0.8553,-0.007,0.033332,False,-0.023,-0.016,0.066251
AC004839.2,0.2183,0.008,0.530925,False,-0.0129,-0.0209,0.61372
AC004840.1,0.0389,0.0055,0.909886,False,-0.0034,-0.0089,0.931423
AC004846.1,0.192,0.0058,0.580459,False,-0.0063,-0.0121,0.65823
AC004846.2,-0.9591,-0.046,0.020597,False,-0.0588,-0.0127,0.045157
AC004847.1,1.6315,0.0096,0.001202,False,0.0002,-0.0094,0.005735
AC004852.2,-1.8899,-0.0642,0.000471,False,-0.0756,-0.0114,0.003284
AC004854.2,-0.0783,-0.0011,0.820283,False,-0.0218,-0.0207,0.861122
AC004862.1,-1.2523,-0.0605,0.00557,False,-0.0605,0.0,0.016694
AC004865.1,-2.7283,-0.0145,3.7e-05,False,-0.0265,-0.012,0.001649
AC004865.2,-0.3899,-0.0092,0.275782,False,-0.0346,-0.0254,0.363328
AC004869.1,-1.5026,-0.0069,0.001982,False,-0.0148,-0.0079,0.008021
AC004870.2,-2.1258,-0.0561,0.000214,False,-0.0762,-0.0201,0.002324
AC004870.3,-2.0659,-0.0717,0.00026,False,-0.0858,-0.0141,0.002499
AC004870.4,-1.1396,-0.1191,0.009103,False,-0.1141,0.0051,0.024033
AC004875.1,-1.1076,-0.0408,0.010495,False,-0.0664,-0.0255,0.026807
AC004877.1,-0.3035,-0.0028,0.389228,False,-0.0211,-0.0183,0.478985
AC004877.2,-0.132,-0.0052,0.70253,False,-0.0276,-0.0223,0.764976
AC004879.1,-1.6869,-0.0478,0.000976,False,-0.0641,-0.0163,0.005015
AC004882.3,0.1764,0.0063,0.611061,False,-0.0111,-0.0174,0.685195
AC004884.1,0.7026,0.0262,0.068103,False,-0.0044,-0.0305,0.117183
AC004884.2,-1.8214,-0.0119,0.000598,False,-0.0276,-0.0158,0.003724
AC004888.1,0.3302,0.0023,0.35095,False,-0.0079,-0.0102,0.440558
AC004889.1,0.0917,0.0051,0.790113,False,0.0778,0.0727,0.836888
AC004890.1,2.3134,0.0113,0.00012,False,0.0032,-0.0081,0.001973
AC004890.2,-1.0871,-0.181,0.011504,False,-0.0472,0.1338,0.028768
AC004890.3,-1.7531,-0.0087,0.000765,False,-0.0274,-0.0187,0.004315
AC004893.3,0.1095,0.0036,0.750865,False,-0.0149,-0.0185,0.80528
AC004895.1,-0.591,-0.0065,0.114182,False,-0.021,-0.0145,0.177758
AC004898.1,0.5141,0.0187,0.161543,False,-0.0125,-0.0312,0.235512
AC004899.1,1.3899,0.0104,0.003124,False,-0.0002,-0.0106,0.01102
AC004899.2,0.8179,0.0036,0.039705,False,-0.008,-0.0116,0.07609
AC004900.1,0.4,0.0046,0.264496,False,-0.0113,-0.0159,0.351149
AC004908.2,0.1044,0.0071,0.762092,False,-0.0103,-0.0175,0.814504
AC004908.3,0.2852,0.0176,0.417172,False,-0.0028,-0.0204,0.506406
AC004910.1,-0.7043,-0.0033,0.067574,False,-0.0099,-0.0066,0.116426
AC004917.1,-1.0543,-0.0766,0.013334,False,-0.0681,0.0085,0.032181
AC004918.1,-0.314,-0.0255,0.373824,False,-0.0123,0.0132,0.463723
AC004918.4,-0.4461,-0.0039,0.217542,False,-0.0233,-0.0193,0.299541
AC004921.1,-2.2785,-0.0181,0.000133,False,-0.034,-0.0159,0.002042
AC004921.2,-0.8191,-0.0235,0.039487,False,-0.0416,-0.0181,0.075765
AC004922.1,-0.2892,-0.0767,0.410848,False,0.0659,0.1426,0.500125
AC004923.1,-2.4637,-0.0434,7.7e-05,False,-0.0592,-0.0157,0.001805
AC004923.4,0.3319,0.0099,0.348567,False,-0.0109,-0.0208,0.438166
AC004930.1,-2.3595,-0.0336,0.000104,False,-0.0485,-0.0149,0.001901
AC004936.1,-1.7074,-0.0512,0.000905,False,-0.0698,-0.0186,0.004786
AC004938.2,1.0075,0.0538,0.016493,False,0.019,-0.0348,0.037931
AC004941.2,-0.6211,-0.005,0.099405,False,-0.0125,-0.0074,0.159012
AC004943.1,-0.1841,-0.006,0.59579,False,-0.0297,-0.0237,0.67159
AC004943.2,-0.4675,-0.0588,0.198355,False,-0.014,0.0448,0.27838
AC004943.3,-0.6576,-0.0033,0.083985,False,-0.0143,-0.011,0.138623
AC004946.1,-1.3628,-0.0464,0.003494,False,-0.0516,-0.0052,0.011961
AC004946.2,-0.6623,-0.0175,0.08218,False,-0.0308,-0.0134,0.136208
AC004947.1,-1.1621,-0.0128,0.008244,False,-0.0231,-0.0103,0.022321
AC004947.2,0.5679,0.0129,0.126851,False,-0.0139,-0.0267,0.193543
AC004947.3,-1.0764,-0.0156,0.012071,False,-0.0267,-0.0111,0.029853
AC004948.1,1.1938,0.0081,0.007172,False,-0.0145,-0.0226,0.020108
AC004949.1,-1.4091,-0.1095,0.002887,False,-0.1099,-0.0005,0.010411
AC004951.1,-1.0182,-0.0767,0.015709,False,-0.028,0.0487,0.036541
AC004951.2,-1.2073,-0.0285,0.006765,False,-0.0464,-0.0179,0.019216
AC004951.3,-1.1737,-0.1519,0.007832,False,-0.1206,0.0314,0.021487
AC004951.4,-1.7809,-0.3004,0.000692,False,-0.1067,0.1936,0.004068
AC004967.1,-0.9296,-0.169,0.023602,False,0.0075,0.1766,0.050192
AC004967.2,-0.4722,-0.1019,0.19431,False,0.0014,0.1033,0.273708
AC004969.1,-1.4625,-0.0222,0.002326,False,-0.0392,-0.017,0.008994
AC004973.1,-1.5438,-0.0469,0.001685,False,-0.0607,-0.0138,0.007178
AC004974.1,0.4356,0.0023,0.22763,False,-0.0154,-0.0177,0.310909
AC004975.1,0.8041,0.0302,0.042364,False,-0.0056,-0.0358,0.080137
AC004980.1,-1.5627,-0.3378,0.001565,False,-0.0808,0.257,0.006814
AC004980.2,2.5765,0.0184,5.6e-05,False,-0.0057,-0.0241,0.001741
AC004980.3,-1.2908,-0.0586,0.004724,False,-0.0697,-0.011,0.014814
AC004982.1,-0.2916,-0.0148,0.407207,False,-0.0254,-0.0107,0.496636
AC004982.2,-0.7604,-0.0711,0.051981,False,-0.0594,0.0118,0.094375
AC004987.2,2.7222,0.0145,3.8e-05,False,-0.002,-0.0165,0.001649
AC004987.3,-1.5608,-0.0454,0.001577,False,-0.0616,-0.0162,0.006855
AC004988.1,-2.1967,-0.0087,0.000171,False,-0.0265,-0.0178,0.002171
AC004990.1,-1.8797,-0.0158,0.000488,False,-0.0267,-0.0109,0.00334
AC004994.1,-1.9984,-0.0291,0.000325,False,-0.0433,-0.0142,0.002762
AC004997.1,-0.2996,-0.0126,0.394984,False,0.0084,0.021,0.484665
AC005000.1,1.7119,0.0042,0.00089,False,-0.0021,-0.0062,0.004735
AC005005.1,1.6658,0.0083,0.001056,False,0.0014,-0.0069,0.005272
AC005005.2,-0.0864,-0.0004,0.802116,False,-0.0209,-0.0205,0.846663
AC005005.3,1.6053,0.011,0.001328,False,-0.0045,-0.0155,0.006131
AC005005.4,-2.0266,-0.0459,0.000296,False,-0.0678,-0.0219,0.002644
AC005006.1,-1.6378,-0.0256,0.001174,False,-0.0408,-0.0152,0.005645
AC005008.2,-0.9377,-0.0161,0.022733,False,-0.0322,-0.0161,0.048753
AC005009.1,-1.3119,-0.0128,0.004322,False,-0.0362,-0.0234,0.013879
AC005009.2,-0.6607,-0.0392,0.082769,False,-0.0608,-0.0216,0.136975
AC005013.1,0.4729,0.0148,0.193774,False,-0.0051,-0.0199,0.273075
AC005014.1,1.109,0.0088,0.010432,False,-0.0061,-0.0149,0.026693
AC005014.2,-0.521,-0.0195,0.156673,False,-0.04,-0.0206,0.229802
AC005014.3,0.493,0.0024,0.177432,False,-0.0169,-0.0193,0.253999
AC005014.4,0.0384,0.0013,0.911203,False,-0.0206,-0.0219,0.93229
AC005019.2,0.7973,0.0051,0.043729,False,-0.005,-0.0101,0.082187
AC005020.2,-0.5942,-0.1629,0.112526,False,-0.0205,0.1424,0.175669
AC005021.1,0.7466,0.026,0.055441,False,0.0067,-0.0193,0.099302
AC005034.2,-2.8145,-0.0054,3e-05,False,-0.0147,-0.0093,0.00159
AC005034.3,-0.0432,-0.0024,0.899976,False,-0.0152,-0.0128,0.923828
AC005034.4,0.4821,0.0129,0.186083,False,-0.0032,-0.0161,0.264135
AC005034.5,-0.5693,-0.0175,0.126039,False,-0.0279,-0.0104,0.192523
AC005034.6,-0.3923,-0.0111,0.273006,False,-0.0259,-0.0148,0.360476
AC005037.1,-1.5777,-0.1659,0.001477,False,-0.1238,0.0421,0.006558
AC005040.2,-0.5398,-0.0209,0.144002,False,-0.0377,-0.0168,0.21467
AC005041.1,-0.6876,-0.0515,0.073038,False,-0.0454,0.0061,0.123972
AC005041.2,-0.6178,-0.0218,0.100944,False,-0.0365,-0.0148,0.160977
AC005041.4,0.3905,0.0295,0.275128,False,-0.002,-0.0315,0.362719
AC005041.5,-0.946,-0.0376,0.021878,False,-0.0375,0.0001,0.047308
AC005042.1,-2.4278,-0.0157,8.5e-05,False,-0.0267,-0.011,0.001823
AC005042.2,-0.3397,-0.0185,0.338035,False,-0.0325,-0.014,0.427798
AC005045.2,2.6308,0.0049,4.8e-05,False,0.0003,-0.0046,0.001682
AC005046.1,-0.771,-0.0247,0.049462,False,-0.0575,-0.0328,0.090639
AC005050.1,-0.8561,-0.033,0.033211,False,-0.0518,-0.0188,0.066064
AC005050.3,-0.7199,-0.0481,0.062822,False,-0.0464,0.0016,0.109819
AC005052.2,-1.4846,-0.0574,0.002129,False,-0.0573,0.0,0.008439
AC005062.1,-0.031,-0.0038,0.92816,False,-0.0105,-0.0068,0.944712
AC005064.1,-1.4616,-0.0611,0.002334,False,-0.0801,-0.019,0.009015
AC005070.3,0.2046,0.0207,0.556455,False,-0.0009,-0.0216,0.636812
AC005071.1,1.5787,0.0232,0.001472,False,0.0019,-0.0213,0.006542
AC005072.1,-0.8041,-0.0955,0.042347,False,-0.0723,0.0232,0.080129
AC005076.1,0.0902,0.002,0.793625,False,-0.0289,-0.031,0.839691
AC005076.2,-0.4343,-0.0118,0.228866,False,-0.0237,-0.0119,0.312237
AC005077.2,-0.295,-0.0157,0.401969,False,-0.0433,-0.0275,0.491547
AC005081.1,-1.0539,-0.0406,0.01336,False,-0.0525,-0.0119,0.03223
AC005082.1,0.4462,0.0163,0.217537,False,-0.0102,-0.0265,0.299541
AC005082.2,-1.9075,-0.0365,0.000443,False,-0.0579,-0.0214,0.003178
AC005086.2,-0.8716,-0.0118,0.030906,False,-0.0155,-0.0037,0.062318
AC005089.1,-1.8661,-0.0472,0.000511,False,-0.0644,-0.0172,0.003432
AC005091.1,-1.6503,-0.0178,0.00112,False,-0.0372,-0.0193,0.005469
AC005096.1,-1.5639,-0.0124,0.001558,False,-0.0245,-0.0121,0.006793
AC005099.1,-0.5235,-0.0022,0.154921,False,-0.0155,-0.0133,0.227691
AC005100.1,-2.0218,-0.0341,0.000301,False,-0.0531,-0.019,0.002671
AC005100.2,-0.3793,-0.0257,0.288036,False,-0.0394,-0.0137,0.376198
AC005104.1,-0.9492,-0.0318,0.021559,False,-0.0638,-0.032,0.046757
AC005104.2,-1.9414,-0.0088,0.000394,False,-0.024,-0.0152,0.003007
AC005104.3,0.3452,0.0197,0.330723,False,-0.0049,-0.0246,0.42081
AC005144.1,-1.4702,-0.0627,0.002255,False,-0.0797,-0.0171,0.008811
AC005153.1,-1.7447,-0.0251,0.000789,False,-0.0414,-0.0163,0.004387
AC005154.1,1.6153,0.0129,0.001278,False,0.005,-0.0079,0.005972
AC005154.2,-0.1147,-0.0214,0.739661,False,0.045,0.0665,0.795821
AC005154.3,-0.1133,-0.0027,0.742596,False,-0.0213,-0.0185,0.798289
AC005154.4,-1.5445,-0.0371,0.00168,False,-0.052,-0.0149,0.007165
AC005154.5,-1.5291,-0.2182,0.001785,False,-0.0366,0.1816,0.007463
AC005156.1,-0.7816,-0.0197,0.047069,False,-0.0509,-0.0311,0.087144
AC005160.1,-0.9836,-0.0202,0.018401,False,-0.0412,-0.021,0.041305
AC005162.1,-2.0389,-0.0163,0.000284,False,-0.025,-0.0087,0.002595
AC005162.2,-2.3454,-0.0243,0.000109,False,-0.0405,-0.0162,0.001909
AC005162.3,-1.8013,-0.2085,0.000643,False,-0.1199,0.0887,0.003891
AC005165.1,-1.3044,-0.0824,0.004461,False,-0.0953,-0.0128,0.014212
AC005165.2,0.9235,0.0033,0.024274,False,-0.0047,-0.008,0.051344
AC005165.3,0.0594,0.002,0.863082,False,-0.0063,-0.0083,0.894424
AC005180.1,-0.5739,-0.0124,0.123436,False,-0.0257,-0.0134,0.189421
AC005183.1,1.2,0.0165,0.006982,False,-0.0113,-0.0278,0.019686
AC005197.1,-0.4312,-0.0042,0.231931,False,-0.0138,-0.0096,0.315633
AC005208.1,-1.3218,-0.0806,0.004146,False,-0.092,-0.0114,0.013511
AC005209.1,-1.8308,-0.0229,0.000579,False,-0.0353,-0.0123,0.003657
AC005224.2,-0.75,-0.0205,0.054574,False,-0.0332,-0.0127,0.098078
AC005224.3,1.6058,0.0053,0.001326,False,-0.0053,-0.0105,0.006131
AC005225.1,-0.1408,-0.0007,0.683819,False,-0.0118,-0.0111,0.748797
AC005225.2,-0.3814,-0.0631,0.285569,False,-0.0018,0.0613,0.373508
AC005225.3,-1.7982,-0.1414,0.00065,False,-0.1206,0.0208,0.003916
AC005225.4,-0.7767,-0.0131,0.048163,False,-0.0334,-0.0203,0.088735
AC005229.1,0.3908,0.0287,0.27478,False,0.0013,-0.0274,0.362386
AC005229.4,0.9355,0.026,0.022963,False,-0.0156,-0.0416,0.049125
AC005229.5,-2.0475,-0.0701,0.000276,False,-0.0913,-0.0212,0.002562
AC005234.2,-0.9634,-0.0219,0.020193,False,-0.0367,-0.0147,0.044472
AC005237.1,-2.0176,-0.2539,0.000305,False,-0.1094,0.1445,0.00269
AC005244.1,-1.1749,-0.0087,0.007792,False,-0.0219,-0.0133,0.021405
AC005244.2,-0.8939,-0.0202,0.027851,False,-0.0325,-0.0123,0.057228
AC005252.4,-1.9806,-0.0345,0.000345,False,-0.0501,-0.0156,0.002834
AC005253.1,0.122,0.004,0.723874,False,-0.0174,-0.0214,0.782475
AC005253.2,-0.1141,-0.0025,0.740889,False,-0.0201,-0.0177,0.796907
AC005255.1,1.1236,0.0319,0.009773,False,0.0023,-0.0296,0.025393
AC005258.1,0.2497,0.0417,0.475295,False,0.0483,0.0066,0.562315
AC005261.1,0.0157,0.0021,0.96361,False,0.0228,0.0207,0.972243
AC005261.2,0.347,0.003,0.328346,False,-0.0128,-0.0157,0.418292
AC005261.3,-0.0843,-0.0084,0.806641,False,0.0013,0.0097,0.849976
AC005261.4,0.9361,0.031,0.022908,False,-0.0052,-0.0362,0.049033
AC005261.5,-0.3379,-0.0143,0.340363,False,-0.0258,-0.0115,0.430025
AC005262.1,1.2351,0.0123,0.005996,False,-0.0033,-0.0157,0.0176
AC005264.1,-0.8577,-0.008,0.032968,False,-0.0246,-0.0166,0.065674
AC005274.1,-1.5532,-0.0052,0.001624,False,-0.0125,-0.0074,0.007003
AC005277.1,3.0923,0.0034,1.5e-05,False,-0.0025,-0.0059,0.001299
AC005277.2,1.6812,0.0111,0.000997,False,0.0006,-0.0105,0.005085
AC005280.1,-2.1018,-0.036,0.000231,False,-0.0545,-0.0185,0.002391
AC005280.2,0.1704,0.0015,0.622981,False,-0.0207,-0.0222,0.695651
AC005280.3,-1.3482,-0.2503,0.003712,False,0.0059,0.2562,0.012457
AC005288.1,-0.2008,-0.0082,0.563521,False,-0.0303,-0.0221,0.643105
AC005291.1,-0.9012,-0.0759,0.026919,False,-0.006,0.0699,0.055703
AC005291.2,-1.0277,-0.1051,0.015043,False,-0.0506,0.0546,0.035343
AC005300.1,0.908,0.0038,0.026088,False,-0.0071,-0.0109,0.054369
AC005301.1,-0.4751,-0.0148,0.191917,False,-0.0314,-0.0166,0.270871
AC005301.2,-1.6687,-0.04,0.001045,False,-0.0542,-0.0142,0.00524
AC005303.1,-2.3015,-0.0075,0.000124,False,-0.0174,-0.0099,0.001992
AC005304.1,-0.9464,-0.0266,0.021839,False,-0.0359,-0.0093,0.04725
AC005304.3,-0.4224,-0.0226,0.240688,False,-0.0455,-0.0228,0.325246
AC005306.1,0.0027,0.0003,0.993716,False,0.0117,0.0114,0.9954
AC005323.1,-1.6543,-0.1774,0.001103,False,-0.1762,0.0012,0.005415
AC005323.2,-1.938,-0.4915,0.000399,False,-0.5563,-0.0648,0.003019
AC005324.1,-2.5139,-0.0161,6.7e-05,False,-0.0266,-0.0105,0.001755
AC005324.3,-0.9407,-0.074,0.022422,False,-0.0377,0.0363,0.048211
AC005324.4,-0.6164,-0.0955,0.10159,False,-0.0026,0.0929,0.161789
AC005329.1,-0.8628,-0.025,0.03219,False,-0.061,-0.036,0.064423
AC005329.2,-0.5617,-0.0203,0.130472,False,-0.0356,-0.0154,0.198058
AC005329.3,0.1821,0.0065,0.599849,False,-0.0072,-0.0137,0.675193
AC005330.1,1.3588,0.0123,0.003552,False,0.0026,-0.0098,0.01211
AC005332.1,0.1885,0.0061,0.587291,False,-0.0067,-0.0127,0.664425
AC005332.2,-0.6868,-0.0166,0.073298,False,-0.0382,-0.0216,0.124307
AC005332.3,0.2681,0.0146,0.44446,False,-0.0082,-0.0228,0.532544
AC005332.4,0.1486,0.0128,0.667514,False,0.0005,-0.0122,0.734392
AC005332.5,0.0975,0.0085,0.777334,False,0.0086,0.0001,0.826429
