gene	ensgid	group	in_B3	in_F144	lof_pLI	lof_LOEUF	mis_z	pli_ge_09	loeuf_lt_035	mis_z_top_decile	mis_z_ge_309	biological_category	biological_source
OR4D2	ENSG00000255713	bg	False	False	0.0015819	1.157	0.51394	False	False	False	False		
OR4D6	ENSG00000166884	bg	False	False	0.00116	1.202	0.6103	False	False	False	False		
OR4D9	ENSG00000172742	bg	False	False	0.019913	1.94	0.016036	False	False	False	False		
OR4E2	ENSG00000221977	bg	False	False	0.00023762	1.332	-0.70233	False	False	False	False		
OR4F15	ENSG00000182854	bg	False	False	0.039254	1.065	-0.89905	False	False	False	False		
OR4F17	ENSG00000176695	bg	False	False	0.50506	1.465	2.4057	False	False	False	False		
OR4F5	ENSG00000186092	bg	False	False	0.34887	1.828	0.20686	False	False	False	False		
OR4F6	ENSG00000184140	bg	False	False	0.00015949	1.275	-0.68375	False	False	False	False		
OR4K1	ENSG00000155249	bg	False	False	7.729e-07	1.701	-2.9898	False	False	False	False		
OR4K15	ENSG00000169488	bg	False	False	0.40245	1.735	0.11079	False	False	False	False		
OR4K2	ENSG00000165762	bg	False	False	0.0038905	1.239	-2.8362	False	False	False	False		
OR4K5	ENSG00000176281	bg	False	False	0.12359	1.929	-2.3594	False	False	False	False		
OR4M1	ENSG00000176299	bg	False	False	0.0014888	1.28	0.0043026	False	False	False	False		
OR4N2	ENSG00000176294	bg	False	False	0.29773	1.888	0.56829	False	False	False	False		
OR4S1	ENSG00000176555	bg	False	False	0.12618	1.927	-2.3412	False	False	False	False		
OR4S2	ENSG00000174982	bg	False	False	0.070869	1.708	0.12009	False	False	False	False		
OR4X2	ENSG00000172208	bg	False	False	0.29297	1.892	-3.2466	False	False	False	False		
OR51A4	ENSG00000205497	bg	False	False	0.13519	1.918	1.3975	False	False	False	False		
OR51A7	ENSG00000176895	bg	False	False	0.079067	1.886	-0.29845	False	False	False	False		
OR51B2	ENSG00000279012	bg	False	False	0.32319	1.861	-1.1795	False	False	False	False		
OR51B4	ENSG00000183251	bg	False	False	0.36237	1.808	-0.029081	False	False	False	False		
OR51B6	ENSG00000176239	bg	False	False	0.30903	1.876	-1.8004	False	False	False	False		
OR51D1	ENSG00000197428	bg	False	False	0.000603	1.455	-0.59546	False	False	False	False		
OR51E1	ENSG00000180785	bg	False	False	9.8239e-05	1.347	0.55238	False	False	False	False		
OR51E2	ENSG00000167332	bg	False	False	2.2233e-05	1.453	-0.79872	False	False	False	False		
OR51F1	ENSG00000280021	bg	False	False	0.4945	1.497	-0.66303	False	False	False	False		
OR51F2	ENSG00000176925	bg	False	False	0.3563	1.817	-0.45894	False	False	False	False		
OR51G1	ENSG00000278870	bg	False	False	0.021552	1.935	-0.65343	False	False	False	False		
OR51G2	ENSG00000176893	bg	False	False	1.0616e-05	1.576	-1.0588	False	False	False	False		
OR51I1	ENSG00000167359	bg	False	False	0.071956	1.061	-0.98165	False	False	False	False		
OR51I2	ENSG00000187918	bg	False	False	0.031478	1.243	-1.1992	False	False	False	False		
OR51L1	ENSG00000176798	bg	False	False	0.12514	1.767	0.43148	False	False	False	False		
OR51M1	ENSG00000184698	bg	False	False	0.31641	1.869	-1.5868	False	False	False	False		
OR51Q1	ENSG00000167360	bg	False	False	0.11508	1.936	-1.5161	False	False	False	False		
OR51S1	ENSG00000176922	bg	False	False	0.24122	1.759	-1.1476	False	False	False	False		
OR51T1	ENSG00000176900	bg	False	False	0.049566	1.938	-0.34914	False	False	False	False		
OR51V1	ENSG00000176742	bg	False	False	6.0221e-06	1.4	-1.2465	False	False	False	False		
OR52A1	ENSG00000182070	bg	False	False	1.9581e-05	1.474	-0.095221	False	False	False	False		
OR52A5	ENSG00000171944	bg	False	False	1.658e-05	1.271	-0.21026	False	False	False	False		
OR52B2	ENSG00000255307	bg	False	False	4.1862e-08	1.708	-0.66594	False	False	False	False		
OR52B4	ENSG00000221996	bg	False	False	0.30241	1.883	-0.74109	False	False	False	False		
OR52B6	ENSG00000187747	bg	False	False	0.071696	1.901	0.037926	False	False	False	False		
OR52D1	ENSG00000181609	bg	False	False	0.016761	1.866	-0.20218	False	False	False	False		
OR52E4	ENSG00000180974	bg	False	False	0.00085488	1.955	-0.72111	False	False	False	False		
OR52E6	ENSG00000205409	bg	False	False	0.29275	1.892	-0.50513	False	False	False	False		
OR52E8	ENSG00000183269	bg	False	False	0.29275	1.892	-1.0832	False	False	False	False		
OR52H1	ENSG00000181616	bg	False	False	0.054291	1.931	0.62638	False	False	False	False		
OR52I1	ENSG00000232268	bg	False	False	0.11077	1.939	1.1796	False	False	False	False		
OR52K1	ENSG00000196778	bg	False	False	3.1646e-06	1.77	-0.32138	False	False	False	False		
OR52K2	ENSG00000181963	bg	False	False	0.00032338	1.417	-1.1187	False	False	False	False		
OR52L1	ENSG00000183313	bg	False	False	2.0412e-05	1.345	0.15874	False	False	False	False		
OR52M1	ENSG00000197790	bg	False	False	4.7049e-06	1.922	-2.6595	False	False	False	False		
OR52N1	ENSG00000181001	bg	False	False	0.002373	1.334	-0.35398	False	False	False	False		
OR52N4	ENSG00000181074	bg	False	False	9.0407e-06	1.462	-0.099718	False	False	False	False		
OR52N5	ENSG00000181009	bg	False	False	0.38974	0.879	0.78537	False	False	False	False		
OR52R1	ENSG00000279270	bg	False	False	0.59298	0.991	-0.2242	False	False	False	False		
OR52W1	ENSG00000175485	bg	False	False	0.013499	1.725	-0.11298	False	False	False	False		
OR56A3	ENSG00000184478	bg	False	False	6.0079e-10	1.742	0.58305	False	False	False	False		
OR56A4	ENSG00000183389	bg	False	False	0.0083854	1.112	0.15449	False	False	False	False		
OR56A5	ENSG00000188691	bg	False	False	0.00178	1.249	0.0082953	False	False	False	False		
OR56B1	ENSG00000181023	bg	False	False	7.0842e-06	1.644	-0.60596	False	False	False	False		
OR56B4	ENSG00000180919	bg	False	False	0.12575	1.927	-0.79478	False	False	False	False		
OR5A1	ENSG00000172320	bg	False	False	0.00010095	1.151	0.4248	False	False	False	False		
OR5A2	ENSG00000172324	bg	False	False	0.30843	1.877	0.2742	False	False	False	False		
OR5AC2	ENSG00000196578	bg	False	False	0.29296	1.892	-1.0268	False	False	False	False		
OR5AN1	ENSG00000176495	bg	False	False	0.31366	1.872	-1.6462	False	False	False	False		
OR5AP2	ENSG00000172464	bg	False	False	0.81199	0.672	-0.28131	False	False	False	False		
OR5AR1	ENSG00000172459	bg	False	False	4.614e-07	1.771	-0.71238	False	False	False	False		
OR5AU1	ENSG00000169327	bg	False	False	0.083573	1.876	-0.38518	False	False	False	False		
OR5B21	ENSG00000198283	bg	False	False	0.40805	1.723	0.44069	False	False	False	False		
OR5C1	ENSG00000148215	bg	False	False	0.041257	1.95	0.23783	False	False	False	False		
OR5D14	ENSG00000186113	bg	False	False	0.12331	1.929	-1.3413	False	False	False	False		
OR5D18	ENSG00000186119	bg	False	False	0.32949	1.853	-0.23437	False	False	False	False		
OR5H1	ENSG00000231192	bg	False	False	0.31348	1.872	-0.32848	False	False	False	False		
OR5H6	ENSG00000230301	bg	False	False	0.29275	1.892	-1.3133	False	False	False	False		
OR5I1	ENSG00000167825	bg	False	False	0.11077	1.939	-0.71821	False	False	False	False		
OR5J2	ENSG00000174957	bg	False	False	0.11766	1.232	-0.67118	False	False	False	False		
OR5K1	ENSG00000232382	bg	False	False	0.046166	1.153	-1.0545	False	False	False	False		
OR5K4	ENSG00000196098	bg	False	False	1.4436e-06	1.862	-0.57697	False	False	False	False		
OR5L1	ENSG00000279395	bg	False	False	0.29275	1.892	-0.50739	False	False	False	False		
OR5M1	ENSG00000255012	bg	False	False	0.29773	1.888	0.28031	False	False	False	False		
OR5M11	ENSG00000255223	bg	False	False	0.46654	1.578	-0.30731	False	False	False	False		
OR5M3	ENSG00000174937	bg	False	False	0.33177	1.851	-0.45328	False	False	False	False		
OR5P2	ENSG00000183303	bg	False	False	0.021659	1.935	-1.1011	False	False	False	False		
OR5P3	ENSG00000182334	bg	False	False	0.3978	1.744	-0.26681	False	False	False	False		
OR5T1	ENSG00000181698	bg	False	False	0.00062988	1.817	-0.83283	False	False	False	False		
OR5T2	ENSG00000181718	bg	False	False	0.00014417	1.417	-1.6402	False	False	False	False		
OR5T3	ENSG00000172489	bg	False	False	4.8707e-05	1.462	-0.49018	False	False	False	False		
OR6A2	ENSG00000184933	bg	False	False	0.080381	0.952	-0.1698	False	False	False	False		
OR6B1	ENSG00000221813	bg	False	False	8.0173e-06	1.362	0.34627	False	False	False	False		
OR6C1	ENSG00000205330	bg	False	False	0.29297	1.892	-0.095413	False	False	False	False		
OR6C2	ENSG00000179695	bg	False	False	0.31491	1.87	-0.90756	False	False	False	False		
OR6C3	ENSG00000205329	bg	False	False	0.11111	1.939	-1.9943	False	False	False	False		
OR6C4	ENSG00000179626	bg	False	False	8.6139e-09	1.777	-1.934	False	False	False	False		
OR6C74	ENSG00000197706	bg	False	False	0.02032	1.939	0.46512	False	False	False	False		
OR6C75	ENSG00000187857	bg	False	False	0.37695	1.784	0.14293	False	False	False	False		
OR6K2	ENSG00000196171	bg	False	False	0.00015908	1.944	-0.43628	False	False	False	False		
OR6M1	ENSG00000196099	bg	False	False	0.29411	1.891	0.56977	False	False	False	False		
OR6N2	ENSG00000188340	bg	False	False	0.29773	1.888	0.041185	False	False	False	False		
OR6P1	ENSG00000186440	bg	False	False	1.0971e-05	1.724	-1.5175	False	False	False	False		
OR6Q1	ENSG00000279051	bg	False	False	0.11106	1.807	0.25323	False	False	False	False		
OR6S1	ENSG00000181803	bg	False	False	0.31807	1.867	-0.40987	False	False	False	False		
OR6T1	ENSG00000181499	bg	False	False	0.33888	1.842	0.40117	False	False	False	False		
OR6V1	ENSG00000225781	bg	False	False	0.0022305	1.211	0.94076	False	False	False	False		
OR6X1	ENSG00000221931	bg	False	False	0.36498	1.804	0.77926	False	False	False	False		
OR6Y1	ENSG00000197532	bg	False	False	0.0021239	1.756	-1.0395	False	False	False	False		
OR7A10	ENSG00000127515	bg	False	False	0.33697	1.844	0.52944	False	False	False	False		
OR7A17	ENSG00000185385	bg	False	False	0.29366	1.891	0.09767	False	False	False	False		
OR7A5	ENSG00000188269	bg	False	False	0.11217	1.938	1.341	False	False	False	False		
OR7C2	ENSG00000127529	bg	False	False	0.32919	1.854	0.59381	False	False	False	False		
OR7D2	ENSG00000188000	bg	False	False	0.1057	1.943	0.62268	False	False	False	False		
OR7D4	ENSG00000174667	bg	False	False	0.29804	1.887	1.2525	False	False	False	False		
OR7E24	ENSG00000237521	bg	False	False	0.32975	1.853	0.78179	False	False	False	False		
OR7G2	ENSG00000170923	bg	False	False	0.30261	1.883	0.75883	False	False	False	False		
OR8A1	ENSG00000196119	bg	False	False	0.44808	0.752	0.76911	False	False	False	False		
OR8B12	ENSG00000170953	bg	False	False	0.062946	1.917	0.24561	False	False	False	False		
OR8B2	ENSG00000284680	bg	False	False	0.33067	1.852	1.0617	False	False	False	False		
OR8B3	ENSG00000284609	bg	False	False	0.29296	1.892	1.0893	False	False	False	False		
OR8B4	ENSG00000280090	bg	False	False	0.028509	1.911	0.52868	False	False	False	False		
OR8B8	ENSG00000197125	bg	False	False	0.0027116	1.307	0.18613	False	False	False	False		
OR8G5	ENSG00000255298	bg	False	False	0.11234	1.938	0.59108	False	False	False	False		
OR8H1	ENSG00000181693	bg	False	False	0.34084	1.839	-0.051548	False	False	False	False		
OR8U1	ENSG00000172199	bg	False	False	0.085517	1.633	-0.57228	False	False	False	False		
OR9A2	ENSG00000179468	bg	False	False	0.00028395	1.114	0.69464	False	False	False	False		
OR9A4	ENSG00000258083	bg	False	False	8.1061e-06	1.361	0.19417	False	False	False	False		
OR9G1	ENSG00000174914	bg	False	False	3.6735e-10	1.927	-3.2404	False	False	False	False		
OR9G4	ENSG00000172457	bg	False	False	1.0554e-07	1.59	-0.68068	False	False	False	False		
OR9I1	ENSG00000172377	bg	False	False	0.0042798	1.222	-0.50357	False	False	False	False		
OR9K2	ENSG00000170605	bg	False	False	2.4281e-06	1.805	-0.66936	False	False	False	False		
OR9Q1	ENSG00000186509	bg	False	False	0.16876	1.318	0.44118	False	False	False	False		
OR9Q2	ENSG00000186513	bg	False	False	6.7591e-06	1.652	0.33292	False	False	False	False		
ORAI2	ENSG00000160991	bg	False	False	0.0082549	1.028	2.3739	False	False	False	False		
ORAI3	ENSG00000175938	bg	False	False	4.4843e-06	1.572	-0.23662	False	False	False	False		
ORC1	ENSG00000085840	bg	False	False	8.5922e-10	0.719	1.5642	False	False	False	False		
ORC2	ENSG00000115942	bg	False	False	0.58481	0.649	1.0126	False	False	False	False		
ORC3	ENSG00000135336	bg	False	False	0.0034937	1.259	-0.22075	False	False	False	False		
ORC4	ENSG00000115947	bg	False	False	0.0050398	1.532	0.2977	False	False	False	False		
ORC5	ENSG00000164815	bg	False	False	0.61898	0.747	0.12279	False	False	False	False		
ORC6	ENSG00000091651	bg	False	False	1.3973e-10	1.784	-0.43298	False	False	False	False		
ORM1	ENSG00000229314	bg	False	False	0.0017058	0.999	0.083933	False	False	False	False		
ORM2	ENSG00000228278	bg	False	False	3.3048e-05	1.062	-0.83954	False	False	False	False		
ORMDL1	ENSG00000128699	bg	False	False	0.012706	1.152	0.62317	False	False	False	False		
ORMDL2	ENSG00000123353	bg	False	False	0.00069964	1.281	1.0808	False	False	False	False		
ORMDL3	ENSG00000172057	bg	False	False	0.16547	0.912	1.421	False	False	False	False		
OS9	ENSG00000135506	bg	False	False	8.3961e-13	0.891	1.3387	False	False	False	False		
OSBP	ENSG00000110048	bg	False	False	1.0	0.394	3.7432	True	False	True	True		
OSBP2	ENSG00000184792	bg	False	False	5.1782e-16	0.893	1.7813	False	False	False	False		
OSBPL10	ENSG00000144645	bg	False	False	2.7662e-09	0.755	0.7253	False	False	False	False		
OSBPL11	ENSG00000144909	bg	False	False	0.99263	0.48	2.3854	True	False	False	False		
OSBPL1A	ENSG00000141447	bg	False	False	1.0698e-12	0.761	2.1188	False	False	False	False		
OSBPL2	ENSG00000130703	bg	False	False	0.99659	0.467	2.4475	True	False	False	False		
OSBPL3	ENSG00000070882	bg	False	False	8.6411e-08	0.735	1.1547	False	False	False	False		
OSBPL5	ENSG00000021762	bg	False	False	2.1817e-18	0.882	-0.91784	False	False	False	False		
OSBPL6	ENSG00000079156	bg	False	False	0.99304	0.475	1.9531	True	False	False	False		
OSBPL7	ENSG00000006025	bg	False	False	2.5065e-11	0.706	2.551	False	False	False	False		
OSBPL8	ENSG00000091039	bg	False	False	0.017381	0.597	2.8977	False	False	True	False		
OSBPL9	ENSG00000117859	bg	False	False	0.99996	0.415	3.5802	True	False	True	True		
OSCAR	ENSG00000170909	bg	False	False	2.2293e-09	1.425	-0.79436	False	False	False	False		
OSCP1	ENSG00000116885	bg	False	False	4.7894e-09	0.97	1.4447	False	False	False	False		
OSER1	ENSG00000132823	bg	False	False	0.018709	0.936	0.80313	False	False	False	False		
OSGEP	ENSG00000092094	bg	False	False	1.4701e-09	1.123	1.0499	False	False	False	False		
OSGEPL1	ENSG00000128694	bg	False	False	4.4549e-06	0.944	1.7125	False	False	False	False		
OSGIN1	ENSG00000140961	bg	False	False	6.647e-08	1.434	-2.3438	False	False	False	False		
OSGIN2	ENSG00000164823	bg	False	False	0.99534	0.454	2.0881	True	False	False	False		
OSM	ENSG00000099985	bg	False	False	0.55327	0.917	0.16097	False	False	False	False		
OSMR	ENSG00000145623	bg	False	False	9.5168e-20	0.927	1.1915	False	False	False	False		
OSR1	ENSG00000143867	bg	False	False	0.98054	0.466	1.8831	True	False	False	False		
OSR2	ENSG00000164920	bg	False	False	0.66415	0.658	2.1003	False	False	False	False		
OST4	ENSG00000228474	bg	False	False	0.027263	1.916	-0.062756	False	False	False	False		
OSTC	ENSG00000198856	bg	False	False	0.00048532	1.501	1.1216	False	False	False	False		
OSTF1	ENSG00000134996	bg	False	False	0.019356	1.942	-0.25707	False	False	False	False		
OSTM1	ENSG00000081087	bg	False	False	2.6526e-05	1.425	-0.18691	False	False	False	False		
OSTN	ENSG00000188729	bg	False	False	0.014535	1.456	0.20869	False	False	False	False		
OTOA	ENSG00000155719	bg	False	False	8.5242e-16	0.822	1.398	False	False	False	False		
OTOF	ENSG00000115155	bg	False	False	5.4095e-65	1.017	1.1131	False	False	False	False		
OTOG	ENSG00000188162	bg	False	False	1.5276e-96	1.091	-0.92884	False	False	False	False		
OTOGL	ENSG00000165899	bg	False	False	3.7714999999999996e-65	1.069	-1.0765	False	False	False	False		
OTOL1	ENSG00000182447	bg	False	False	4.5485e-11	1.525	-1.4558	False	False	False	False		
OTOP1	ENSG00000163982	bg	False	False	6.9015e-25	1.631	-0.37493	False	False	False	False		
OTOP2	ENSG00000183034	bg	False	False	5.0848e-13	1.149	0.70487	False	False	False	False		
OTOP3	ENSG00000182938	bg	False	False	5.9693e-12	1.05	-0.14168	False	False	False	False		
OTOR	ENSG00000125879	bg	False	False	0.00047268	1.698	-0.60142	False	False	False	False		
OTOS	ENSG00000178602	bg	False	False	5.8315e-06	1.676	-1.1197	False	False	False	False		
OTP	ENSG00000171540	bg	False	False	0.59316	0.726	-1.0053	False	False	False	False		
OTUB1	ENSG00000167770	bg	False	False	0.91903	0.55	1.6901	True	False	False	False		
OTUB2	ENSG00000089723	bg	False	False	0.0006201	1.035	0.56211	False	False	False	False		
OTUD1	ENSG00000165312	bg	False	False	0.00034806	1.03	-3.577	False	False	False	False		
OTUD3	ENSG00000169914	bg	False	False	0.0029379	0.836	-0.041235	False	False	False	False		
OTUD4	ENSG00000164164	bg	False	False	1.0	0.296	2.3569	True	True	False	False		
OTUD6B	ENSG00000155100	bg	False	False	1.4689e-06	1.478	-0.26311	False	False	False	False		
OTUD7A	ENSG00000169918	bg	False	False	1.0	0.216	1.5231	True	True	False	False		
OTUD7B	ENSG00000264522	bg	False	False	0.87046	0.526	1.7748	False	False	False	False		
OTULIN	ENSG00000154124	bg	False	False	0.14159	0.667	2.1003	False	False	False	False		
OTULINL	ENSG00000145569	bg	False	False	2.3018e-14	1.212	0.25887	False	False	False	False		
OTX1	ENSG00000115507	bg	False	False	0.97418	0.508	1.3955	True	False	False	False		
OTX2	ENSG00000165588	bg	False	False	0.9998	0.324	1.6615	True	True	False	False		
OVCA2	ENSG00000262664	bg	False	False	3.314e-10	1.879	-2.2254	False	False	False	False		
OVCH2	ENSG00000183378	bg	False	False	4.7196e-31	1.512	-0.44078	False	False	False	False		
OVGP1	ENSG00000085465	bg	False	False	0.0002829	0.784	0.68086	False	False	False	False		
OVOL1	ENSG00000172818	bg	False	False	0.007955	0.871	1.6277	False	False	False	False		
OVOL2	ENSG00000125850	bg	False	False	0.00024182	1.218	-0.13683	False	False	False	False		
OVOL3	ENSG00000105261	bg	False	False	4.4035e-09	1.633	-0.24426	False	False	False	False		
OXA1L	ENSG00000155463	bg	False	False	9.4745e-11	1.022	0.15644	False	False	False	False		
OXCT1	ENSG00000083720	bg	False	False	0.96509	0.521	2.3964	True	False	False	False		
OXGR1	ENSG00000165621	bg	False	False	1.2165e-06	1.504	0.56073	False	False	False	False		
OXLD1	ENSG00000204237	bg	False	False	2.9748e-06	1.943	-0.93318	False	False	False	False		
OXNAD1	ENSG00000154814	bg	False	False	1.1721e-11	1.418	-0.18036	False	False	False	False		
OXR1	ENSG00000164830	bg	False	False	0.99064	0.482	0.47797	True	False	False	False		
OXSM	ENSG00000151093	bg	False	False	7.5929e-05	0.956	0.40737	False	False	False	False		
OXSR1	ENSG00000172939	bg	False	False	0.91366	0.573	1.1686	True	False	False	False		
OXT	ENSG00000101405	bg	False	False	2.0081e-06	1.913	-1.6329	False	False	False	False		
OXTR	ENSG00000180914	bg	False	False	3.1729e-07	1.278	0.36427	False	False	False	False		
P2RX1	ENSG00000108405	bg	False	False	1.3244e-12	1.081	1.6067	False	False	False	False		
P2RX2	ENSG00000187848	bg	False	False	1.1818e-17	1.276	-0.8078	False	False	False	False		
P2RX3	ENSG00000109991	bg	False	False	3.0196e-11	1.041	1.067	False	False	False	False		
P2RX4	ENSG00000135124	bg	False	False	2.3455e-11	1.08	0.38352	False	False	False	False		
P2RX5	ENSG00000083454	bg	False	False	1.4475e-11	1.071	0.019296	False	False	False	False		
P2RX6	ENSG00000099957	bg	False	False	4.5257e-26	1.531	-0.49675	False	False	False	False		
P2RX7	ENSG00000089041	bg	False	False	4.3245e-13	0.958	0.96277	False	False	False	False		
P2RY1	ENSG00000169860	bg	False	False	0.0020437	0.933	1.6906	False	False	False	False		
P2RY11	ENSG00000244165	bg	False	False	0.0050183	1.905	-2.6993	False	False	False	False		
P2RY12	ENSG00000169313	bg	False	False	0.082724	1.16	1.262	False	False	False	False		
P2RY13	ENSG00000181631	bg	False	False	0.61354	1.133	0.58515	False	False	False	False		
P2RY14	ENSG00000174944	bg	False	False	0.0012867	1.848	0.75581	False	False	False	False		
P2RY2	ENSG00000175591	bg	False	False	0.13659	1.917	-0.97568	False	False	False	False		
P2RY6	ENSG00000171631	bg	False	False	1.5235e-08	1.6	0.79178	False	False	False	False		
P3H1	ENSG00000117385	bg	False	False	2.1581999999999997e-22	1.049	0.97362	False	False	False	False		
P3H2	ENSG00000090530	bg	False	False	3.7084000000000005e-19	1.249	-1.6098	False	False	False	False		
P3H3	ENSG00000110811	bg	False	False	3.0753e-22	1.232	-1.2504	False	False	False	False		
P3H4	ENSG00000141696	bg	False	False	2.5673e-15	1.174	-0.095296	False	False	False	False		
P3R3URF	ENSG00000250719	bg	False	False	0.017658	1.398	0.033957	False	False	False	False		
P4HA1	ENSG00000122884	bg	False	False	0.98488	0.429	1.404	True	False	False	False		
P4HA2	ENSG00000072682	bg	False	False	2.73e-06	0.841	1.3154	False	False	False	False		
P4HA3	ENSG00000149380	bg	False	False	5.9514e-14	1.019	0.087829	False	False	False	False		
P4HB	ENSG00000185624	bg	False	False	0.65156	0.561	0.95522	False	False	False	False		
P4HTM	ENSG00000178467	bg	False	False	1.2041e-06	0.815	1.8747	False	False	False	False		
PA2G4	ENSG00000170515	bg	False	False	1.0	0.231	4.4747	True	True	True	True		
PAAF1	ENSG00000175575	bg	False	False	9.913e-10	1.145	0.95126	False	False	False	False		
PABIR1	ENSG00000187866	bg	False	False	0.98981	0.407	1.6399	True	False	False	False		
PABPC1	ENSG00000070756	bg	False	False	1.0	0.119	6.2618	True	True	True	True		
PABPC1L	ENSG00000101104	bg	False	False	0.028055	0.608	1.4785	False	False	False	False		
PABPC3	ENSG00000151846	bg	False	False	2.3246e-15	1.306	0.2465	False	False	False	False		
PABPC4	ENSG00000090621	bg	False	False	1.0	0.311	3.3171	True	True	True	True		
PABPC4L	ENSG00000254535	bg	False	False	0.046094	1.943	-0.061661	False	False	False	False		
PABPN1	ENSG00000100836	bg	False	False	0.99939	0.369	1.3548	True	False	False	False		
PACC1	ENSG00000065600	bg	False	False	1.4301e-09	1.087	1.2952	False	False	False	False		
PACRG	ENSG00000112530	bg	False	False	3.7175e-10	1.301	1.0591	False	False	False	False		
PACRGL	ENSG00000163138	bg	False	False	1.4703e-08	1.501	-0.51106	False	False	False	False		
PACS1	ENSG00000175115	bg	False	False	1.0	0.3	3.883	True	True	True	True		
PACS2	ENSG00000179364	bg	False	False	0.33356	0.561	2.1276	False	False	False	False		
PACSIN1	ENSG00000124507	bg	False	False	0.99961	0.425	2.0925	True	False	False	False		
PACSIN2	ENSG00000100266	bg	False	False	0.88079	0.524	2.1542	False	False	False	False		
PACSIN3	ENSG00000165912	bg	False	False	1.4588e-07	0.847	0.67111	False	False	False	False		
PADI1	ENSG00000142623	bg	False	False	1.911e-16	1.087	-0.70657	False	False	False	False		
PADI2	ENSG00000117115	bg	False	False	1.2121e-18	1.325	0.17522	False	False	False	False		
PADI3	ENSG00000142619	bg	False	False	6.5376e-12	0.9	1.0956	False	False	False	False		
PADI4	ENSG00000159339	bg	False	False	2.3688e-10	1.012	0.25703	False	False	False	False		
PADI6	ENSG00000276747	bg	False	False	2.6604e-18	0.995	0.36547	False	False	False	False		
PAEP	ENSG00000122133	bg	False	False	1.0089e-11	1.655	0.093314	False	False	False	False		
PAF1	ENSG00000006712	bg	False	False	0.023941	0.596	3.8716	False	False	True	True		
PAFAH1B1	ENSG00000007168	bg	False	False	1.0	0.1	3.7117	True	True	True	True		
PAFAH1B2	ENSG00000168092	bg	False	False	0.72615	0.671	1.6935	False	False	False	False		
PAFAH1B3	ENSG00000079462	bg	False	False	0.00022528	1.012	0.74115	False	False	False	False		
PAFAH2	ENSG00000158006	bg	False	False	8.8135e-11	1.118	0.41791	False	False	False	False		
PAG1	ENSG00000076641	bg	False	False	2.0274e-05	1.048	1.4722	False	False	False	False		
PAGR1	ENSG00000280789	bg	False	False	3.711e-08	1.605	-0.32164	False	False	False	False		
PAH	ENSG00000171759	bg	False	False	9.094700000000001e-20	1.265	-0.00030735	False	False	False	False		
PAICS	ENSG00000128050	bg	False	False	0.39724	0.772	0.42866	False	False	False	False		
PAIP1	ENSG00000172239	bg	False	False	0.00086998	1.757	-1.8882	False	False	False	False		
PAIP2	ENSG00000120727	bg	False	False	0.55472	1.311	0.38466	False	False	False	False		
PAIP2B	ENSG00000124374	bg	False	False	0.00043025	1.527	0.63763	False	False	False	False		
PAK1	ENSG00000149269	bg	False	False	0.05959	0.705	3.8202	False	False	True	True		
PAK1IP1	ENSG00000111845	bg	False	False	0.00015912	1.276	0.98183	False	False	False	False		
PAK2	ENSG00000180370	bg	False	False	0.83414	0.662	1.8583	False	False	False	False		
PAK5	ENSG00000101349	bg	False	False	1.0	0.329	1.8177	True	True	False	False		
PALB2	ENSG00000083093	bg	False	False	1.2379000000000001e-19	0.9	0.8204	False	False	False	False		
PALD1	ENSG00000107719	bg	False	False	4.9448e-10	0.751	1.1011	False	False	False	False		
PALLD	ENSG00000129116	bg	False	False	1.3451e-05	0.644	1.6038	False	False	False	False		
PALM	ENSG00000099864	bg	False	False	0.0015446	0.955	-0.20706	False	False	False	False		
PALM3	ENSG00000187867	bg	False	False	1.3748e-08	1.275	0.43531	False	False	False	False		
PALMD	ENSG00000099260	bg	False	False	3.6804e-05	0.963	0.39999	False	False	False	False		
PALS1	ENSG00000072415	bg	False	False	0.0085292	0.647	1.6631	False	False	False	False		
PALS2	ENSG00000105926	bg	False	False	0.017152	0.638	1.5805	False	False	False	False		
PAM	ENSG00000145730	bg	False	False	0.00064172	0.863	1.2632	False	False	False	False		
PAM16	ENSG00000217930	bg	False	False	0.007929	1.033	-0.91178	False	False	False	False		
PAMR1	ENSG00000149090	bg	False	False	2.4564e-23	1.274	0.43199	False	False	False	False		
PAN2	ENSG00000135473	bg	False	False	1.6351e-06	0.594	4.8474	False	False	True	True		
PAN3	ENSG00000152520	bg	False	False	1.0	0.262	2.0705	True	True	False	False		
PANK1	ENSG00000152782	bg	False	False	0.0068689	0.816	1.5113	False	False	False	False		
PANK2	ENSG00000125779	bg	False	False	4.521e-11	1.115	-0.044	False	False	False	False		
PANK3	ENSG00000120137	bg	False	False	0.021732	0.754	2.7195	False	False	False	False		
PANK4	ENSG00000157881	bg	False	False	0.00040408	0.66	1.4025	False	False	False	False		
PANX1	ENSG00000110218	bg	False	False	1.1418e-06	0.983	-0.035264	False	False	False	False		
PANX2	ENSG00000073150	bg	False	False	1.1548e-09	1.279	-0.25586	False	False	False	False		
PANX3	ENSG00000154143	bg	False	False	0.00066338	0.833	1.2898	False	False	False	False		
PAOX	ENSG00000148832	bg	False	False	5.4296e-13	1.292	0.083624	False	False	False	False		
PAPLN	ENSG00000100767	bg	False	False	1.5708e-51	1.182	-0.53147	False	False	False	False		
PAPOLA	ENSG00000090060	bg	False	False	1.0	0.213	2.848	True	True	False	False		
PAPOLB	ENSG00000218823	bg	False	False	9.5374e-06	1.055	-0.27475	False	False	False	False		
